Invoice/Item Number,Date,Volume Sold (Liters),Volume Sold (Gallons)
S24238400040,02/26/2015,2.25,0.59
S24057100092,02/16/2015,1.5,0.4
S25765500008,05/21/2015,1.5,0.4
S24425800130,03/09/2015,1.5,0.4
S25659700031,05/18/2015,36,9.51
S26087300036,06/09/2015,1.5,0.4
S24425800202,03/09/2015,2.25,0.59
S27560000011,08/27/2015,9,2.38
S25742600076,05/19/2015,9,2.38
S26980900051,07/27/2015,9,2.38
S24357900056,03/04/2015,63,16.64
S24913200121,04/06/2015,3.75,0.99
S27098800062,08/03/2015,0.5,0.13
S28809700024,11/02/2015,4,1.06
S24147100046,02/25/2015,12,3.17
S24038000078,02/16/2015,2.25,0.59
S24527900069,03/16/2015,0.75,0.2
S27080200084,08/03/2015,1.5,0.4
S26990800020,07/28/2015,2.25,0.59
S23705200027,01/27/2015,5.25,1.39
S26025000015,06/04/2015,1.5,0.4
S28804500008,11/02/2015,9,2.38
S25248800013,04/23/2015,0.5,0.13
S24384500126,03/05/2015,1.5,0.4
S25844500169,05/26/2015,2.25,0.59
S26081500129,06/08/2015,3,0.79
S24619800041,03/19/2015,1.5,0.4
S23940200074,02/09/2015,3.75,0.99
S26661900003,07/09/2015,9,2.38
S26395900201,06/24/2015,0.5,0.13
S24426200032,03/09/2015,0.75,0.2
S27320300055,08/13/2015,1.5,0.4
S24421000121,03/09/2015,1.5,0.4
S23653700040,01/26/2015,9,2.38
S26029100010,06/04/2015,2,0.53
S29077600035,11/16/2015,9,2.38
S25314200064,04/27/2015,10.5,2.77
S28022100117,09/21/2015,1.5,0.4
S24824800198,03/31/2015,2.25,0.59
S24100100031,02/18/2015,9,2.38
S23291700036,01/05/2015,1,0.26
S24030500032,02/17/2015,1.5,0.4
S28484100015,10/15/2015,9,2.38
S29125800056,11/18/2015,0.5,0.13
S23927700028,02/09/2015,9,2.38
S28331800080,10/07/2015,9,2.38
S23613800008,01/21/2015,4.5,1.19
S29360700081,11/30/2015,3.5,0.92
S28656400014,10/27/2015,2.25,0.59
S28004800036,09/21/2015,10.5,2.77
S25170800050,04/20/2015,0.5,0.13
S29304100126,11/24/2015,3,0.79
S26525200009,07/01/2015,9,2.38
S28156100179,09/28/2015,3,0.79
S28230100088,10/01/2015,1.5,0.4
S26353300096,06/23/2015,12,3.17
S26937800169,07/23/2015,1.5,0.4
S25165800143,04/20/2015,2,0.53
S27089200028,08/03/2015,4.8,1.27
S28085300027,09/23/2015,2.25,0.59
S24475800021,03/11/2015,9,2.38
S28811700022,11/02/2015,0.75,0.2
S24276400010,03/02/2015,18,4.76
S26317600019,06/22/2015,9,2.38
S24705300175,03/24/2015,1.12,0.3
S25498200030,05/07/2015,1.5,0.4
S26446100050,06/26/2015,9,2.38
S26150800003,06/11/2015,31.5,8.32
S24916400007,04/06/2015,0.75,0.2
S26736200005,07/14/2015,105,27.74
S27216200028,08/10/2015,5.25,1.39
S25615000010,05/13/2015,1.88,0.5
S24964300053,04/08/2015,2.25,0.59
S27304200174,08/12/2015,9,2.38
S26937800096,07/23/2015,0.75,0.2
S25322800055,04/28/2015,1.5,0.4
S26804900114,07/16/2015,0.75,0.2
S23824000024,02/03/2015,9,2.38
S27287500055,08/12/2015,1,0.26
S25102400121,04/15/2015,2.25,0.59
S25884000019,05/28/2015,10.5,2.77
S24913200098,04/06/2015,1.12,0.3
S26247600100,06/16/2015,3,0.79
S26377400088,06/23/2015,21,5.55
S26888800198,07/21/2015,2.25,0.59
S23300100027,01/05/2015,9,2.38
S27240300088,08/10/2015,3.75,0.99
S29028600052,11/12/2015,1.75,0.46
S27629600173,08/31/2015,2.25,0.59
S25000400014,04/13/2015,12,3.17
S27420100021,08/19/2015,3.5,0.92
S27158300086,08/05/2015,3,0.79
S24173100006,02/23/2015,9.6,2.54
S26581100053,07/06/2015,9,2.38
S26968600093,07/27/2015,2.25,0.59
S25540800003,05/11/2015,36,9.51
S24970300008,04/09/2015,144,38.04
S23863900022,02/04/2015,9,2.38
S26585400094,07/06/2015,2.25,0.59
S23469400009,01/13/2015,4.5,1.19
S29107200160,11/17/2015,3,0.79
S26953900129,07/27/2015,1.5,0.4
S24629200148,03/19/2015,2.25,0.59
S28698400065,10/27/2015,0.75,0.2
S26825600006,07/20/2015,9,2.38
S27236800090,08/10/2015,2.25,0.59
S28060900047,09/23/2015,9,2.38
S28627300060,10/22/2015,1.5,0.4
S24494600066,03/12/2015,9,2.38
S28331800210,10/07/2015,3,0.79
S25150900053,04/20/2015,0.5,0.13
S24025100046,02/12/2015,2.25,0.59
S25871800030,05/27/2015,9,2.38
S24258600023,02/26/2015,2.25,0.59
S28424400027,10/13/2015,3.75,0.99
S23669600114,01/26/2015,1.5,0.4
S28367900066,10/08/2015,0.38,0.1
S23743200188,01/28/2015,1,0.26
S23375300022,01/08/2015,9,2.38
S25371900181,04/29/2015,1.5,0.4
S28930800030,11/09/2015,9,2.38
S26665900017,07/09/2015,2.25,0.59
S25110600008,04/16/2015,9,2.38
S25983000090,06/04/2015,0.75,0.2
S26761900181,07/14/2015,1.12,0.3
S24365800057,03/05/2015,9,2.38
S23526300009,01/15/2015,9,2.38
S25988500047,06/03/2015,9,2.38
S26837700101,07/20/2015,0.75,0.2
S25742600261,05/19/2015,1.12,0.3
S27944000021,09/16/2015,2.25,0.59
S25923700055,06/01/2015,4.5,1.19
S25833400030,05/26/2015,0.5,0.13
S27685600121,09/02/2015,2.25,0.59
S25012800060,04/13/2015,9,2.38
S27500300126,08/24/2015,3,0.79
S26071600010,06/08/2015,18,4.76
S27956100022,09/16/2015,9,2.38
S24650300032,03/23/2015,4.5,1.19
S24221000049,02/26/2015,2.25,0.59
S26320300016,06/23/2015,3.75,0.99
S24704600038,03/25/2015,9,2.38
S27370200008,08/17/2015,18,4.76
S26270800189,06/17/2015,3,0.79
S28147700017,09/28/2015,31.5,8.32
S27447400077,08/20/2015,10.5,2.77
S28991600058,11/10/2015,0.5,0.13
S28743000018,10/28/2015,3.75,0.99
S28551200125,10/19/2015,1.5,0.4
S25484200006,05/06/2015,9,2.38
S28940600062,11/09/2015,3.5,0.92
S28306200048,10/06/2015,0.75,0.2
S26597900012,07/06/2015,0.75,0.2
S27240300123,08/10/2015,2.25,0.59
S27420100033,08/19/2015,3,0.79
S25938500085,06/01/2015,4,1.06
S29134200087,11/17/2015,10.5,2.77
S29041000053,11/12/2015,10.5,2.77
S23558300038,01/20/2015,1.5,0.4
S28884000059,11/05/2015,1.5,0.4
S28278400087,10/05/2015,1.5,0.4
S24615900078,03/19/2015,4.5,1.19
S28542000058,10/19/2015,9,2.38
S28684600034,10/26/2015,1,0.26
S24517100033,03/16/2015,18,4.76
S25884100044,05/28/2015,0.75,0.2
S26354400027,06/23/2015,2.25,0.59
S26923500027,07/23/2015,1,0.26
S23868700272,02/04/2015,3,0.79
S26009000143,06/03/2015,3,0.79
S28593100013,10/21/2015,3,0.79
S28154100012,09/28/2015,0.5,0.13
S26395900124,06/24/2015,3,0.79
S25844600036,05/27/2015,9,2.38
S24913400183,04/06/2015,3,0.79
S24994400041,04/09/2015,1,0.26
S26856600025,07/20/2015,1.5,0.4
S24563300054,03/17/2015,0.75,0.2
S25405100098,05/04/2015,12,3.17
S24169200002,02/23/2015,6,1.59
S29210600035,11/20/2015,12,3.17
S25661100031,05/20/2015,9,2.38
S24383700038,03/05/2015,1.5,0.4
S24783300052,03/30/2015,1.5,0.4
S27485600155,08/24/2015,1.5,0.4
S23668000028,01/26/2015,4.5,1.19
S23995600045,02/11/2015,12,3.17
S24446300019,03/10/2015,9,2.38
S26151500005,06/11/2015,3.5,0.92
S24118300078,02/18/2015,9,2.38
S26036800006,06/11/2015,27,7.13
S23733300013,01/28/2015,1,0.26
S27200600053,08/06/2015,2.25,0.59
S29249300027,11/21/2015,9,2.38
S24909600188,04/06/2015,1.5,0.4
S24667800021,03/24/2015,1.5,0.4
S27822300031,09/10/2015,9,2.38
S28359700029,10/08/2015,18,4.76
S23903400053,02/11/2015,48,12.68
S26271600033,06/17/2015,12,3.17
S25380500013,04/30/2015,9,2.38
S27687100110,09/02/2015,9,2.38
S28166100011,09/29/2015,4.5,1.19
S23386000043,01/08/2015,1.5,0.4
S24705300080,03/24/2015,3,0.79
S24044500023,02/16/2015,4.5,1.19
S28099500059,09/24/2015,2.25,0.59
S24357400014,03/04/2015,9,2.38
S25399900003,04/30/2015,9,2.38
S25175400198,04/20/2015,0.75,0.2
S26297900060,06/18/2015,0.75,0.2
S29092500116,11/16/2015,3,0.79
S27551900046,08/26/2015,0.5,0.13
S24779000100,03/30/2015,2.25,0.59
S26038500036,06/08/2015,12,3.17
S24669000078,03/23/2015,1.5,0.4
S25597000023,05/12/2015,9,2.38
S27146300051,08/05/2015,0.5,0.13
S29308900143,11/24/2015,0.75,0.2
S28863300022,11/04/2015,1,0.26
S24601500017,03/18/2015,9,2.38
S24353600037,03/04/2015,0.75,0.2
S27582600087,08/27/2015,0.75,0.2
S27272900057,08/12/2015,3,0.79
S24298300197,03/02/2015,1.5,0.4
S27237200101,08/10/2015,9,2.38
S27895200033,09/14/2015,0.75,0.2
S28847800009,11/04/2015,9,2.38
S27485600104,08/24/2015,9,2.38
S25738100034,05/20/2015,9,2.38
S23281700010,01/05/2015,24,6.34
S27530600048,08/25/2015,9,2.38
S23912400017,02/09/2015,9,2.38
S25638900090,05/14/2015,3.5,0.92
S23398000073,01/08/2015,9,2.38
S28400100038,10/12/2015,4.8,1.27
S28052700016,09/22/2015,2.25,0.59
S25629000130,05/13/2015,1,0.26
S26076100035,06/08/2015,9,2.38
S25626400023,05/13/2015,1.88,0.5
S23425700080,01/12/2015,2.25,0.59
S28154000145,09/28/2015,2.25,0.59
S28230100077,10/01/2015,1.5,0.4
S26345700102,06/22/2015,3.75,0.99
S26038600055,06/08/2015,12,3.17
S27546600151,08/26/2015,9,2.38
S28151500088,09/29/2015,0.75,0.2
S28213800071,10/01/2015,1.5,0.4
S24721100040,03/25/2015,1.5,0.4
S23635200006,01/22/2015,9,2.38
S26457100007,06/29/2015,1,0.26
S28144300145,09/28/2015,1.5,0.4
S29070600029,11/16/2015,10.5,2.77
S29168700018,11/19/2015,1.5,0.4
S26405100033,06/24/2015,9,2.38
S27445500097,08/20/2015,0.75,0.2
S27491200036,08/24/2015,12,3.17
S23382300010,01/08/2015,9,2.38
S28201800201,09/30/2015,3,0.79
S24971200035,04/08/2015,12,3.17
S27133000010,08/04/2015,9,2.38
S25898000143,05/28/2015,9,2.38
S29182900082,11/19/2015,0.75,0.2
S26507800056,06/30/2015,12,3.17
S23497600037,01/14/2015,4.5,1.19
S24705300191,03/24/2015,1.12,0.3
S26526300034,07/01/2015,12,3.17
S27717000010,09/03/2015,3.6,0.95
S26974800074,07/27/2015,0.75,0.2
S28999800105,11/11/2015,9,2.38
S24619200021,03/19/2015,1.5,0.4
S27052700043,07/30/2015,9,2.38
S27240300136,08/10/2015,1.5,0.4
S26731100199,07/13/2015,4.5,1.19
S27349500125,08/17/2015,9,2.38
S27862800044,09/14/2015,9,2.38
S23997700078,02/11/2015,9,2.38
S29353700108,11/30/2015,9,2.38
S27826600072,09/10/2015,0.75,0.2
S25763900123,05/20/2015,3.5,0.92
S23496100018,01/14/2015,1.5,0.4
S24858200033,04/01/2015,12,3.17
S27029800039,07/29/2015,3.75,0.99
S24916900115,04/06/2015,4.5,1.19
S28489000033,10/15/2015,12,3.17
S27395300017,08/18/2015,1.5,0.4
S27326500067,08/13/2015,0.75,0.2
S25988500075,06/03/2015,0.75,0.2
S25709200007,05/19/2015,9,2.38
S25267500021,04/27/2015,24,6.34
S24041100004,02/16/2015,3,0.79
S28782100114,11/02/2015,1.5,0.4
S24477000118,03/11/2015,9,2.38
S25376300139,04/29/2015,1.5,0.4
S26846100065,07/20/2015,2.25,0.59
S26921600020,07/23/2015,99,26.15
S23798200072,02/02/2015,2.25,0.59
S24797500018,03/31/2015,1.5,0.4
S26331700036,06/22/2015,2.25,0.59
S23544000090,01/16/2015,4.5,1.19
S26584000110,07/06/2015,2.25,0.59
S27429400023,08/19/2015,1.12,0.3
S27634200078,08/31/2015,3,0.79
S26721900026,07/13/2015,0.75,0.2
S25675300098,05/18/2015,2.25,0.59
S28958500059,11/09/2015,2.25,0.59
S24235800152,02/25/2015,2.25,0.59
S24357900262,03/04/2015,4.5,1.19
S25917200011,06/01/2015,9,2.38
S26563900075,07/06/2015,2.25,0.59
S26136000037,06/10/2015,72,19.02
S23660500065,01/26/2015,9,2.38
S28223900048,10/01/2015,0.5,0.13
S27895200139,09/14/2015,12,3.17
S28209900027,09/30/2015,5.25,1.39
S27650800054,09/01/2015,0.4,0.11
S26056000030,06/08/2015,0.75,0.2
S23558300042,01/20/2015,1.5,0.4
S27098800060,08/03/2015,0.5,0.13
S27037300014,07/29/2015,3,0.79
S28595100017,10/22/2015,2.5,0.66
S26009000006,06/03/2015,9,2.38
S24957900031,04/08/2015,1.5,0.4
S25809700053,05/22/2015,0.6,0.16
S27272600030,08/11/2015,9,2.38
S29085200047,11/16/2015,6,1.59
S28238800157,10/01/2015,0.75,0.2
S24536500006,03/16/2015,14.4,3.8
S28838900041,11/03/2015,1.5,0.4
S24962900048,04/08/2015,9,2.38
S25431400093,05/04/2015,3,0.79
S27814800018,09/10/2015,9,2.38
S28581300041,10/21/2015,2.25,0.59
S26508800234,06/30/2015,3,0.79
S25776600063,05/21/2015,0.75,0.2
S24901900063,04/06/2015,1.5,0.4
S26750700012,07/14/2015,9,2.38
S24176600087,02/23/2015,1.5,0.4
S25650600057,05/14/2015,9,2.38
S25546900015,05/11/2015,18,4.76
S26509300023,06/30/2015,9,2.38
S24670100100,03/23/2015,4.5,1.19
S24574500116,03/17/2015,0.5,0.13
S24477000081,03/11/2015,9,2.38
S27158500113,08/05/2015,2.25,0.59
S25954000005,06/02/2015,9,2.38
S23845300104,02/03/2015,2.25,0.59
S24721100007,03/25/2015,9,2.38
S28677500087,10/26/2015,0.5,0.13
S28370500038,10/12/2015,12,3.17
S27832100012,09/10/2015,3,0.79
S25278300005,04/27/2015,18,4.76
S23804900111,02/02/2015,4.5,1.19
S23378600047,01/07/2015,9,2.38
S23684100118,01/26/2015,10.5,2.77
S23684100034,01/26/2015,0.5,0.13
S24054400052,02/16/2015,2.25,0.59
S26180500041,06/15/2015,9,2.38
S26983000085,07/27/2015,2,0.53
S26377400034,06/23/2015,6,1.59
S28357200042,10/08/2015,2.25,0.59
S24262200122,02/26/2015,1.5,0.4
S24227100019,02/25/2015,3.75,0.99
S25260200035,04/23/2015,9,2.38
S24721100018,03/25/2015,10.5,2.77
S25617200001,05/14/2015,9,2.38
S28993800012,11/10/2015,9,2.38
S24389900003,03/09/2015,60,15.85
S27326500088,08/13/2015,0.75,0.2
S24124000008,02/19/2015,9,2.38
S27768200110,09/08/2015,4.5,1.19
S25331700019,04/28/2015,9,2.38
S25284700023,04/27/2015,0.5,0.13
S28039400087,09/22/2015,0.5,0.13
S24848500211,04/01/2015,1.5,0.4
S25438700077,05/04/2015,9,2.38
S29085200123,11/16/2015,4.5,1.19
S29123600015,11/17/2015,0.75,0.2
S23684300092,01/26/2015,1.5,0.4
S26597900054,07/06/2015,1,0.26
S29107200119,11/17/2015,0.5,0.13
S26314300013,06/22/2015,19.2,5.07
S24144600070,02/19/2015,0.75,0.2
S29053100047,11/16/2015,10.5,2.77
S28791500038,11/02/2015,0.5,0.13
S26656800019,07/08/2015,1,0.26
S24629200084,03/19/2015,1.75,0.46
S24973200013,04/08/2015,1.12,0.3
S28370600095,10/12/2015,9,2.38
S27324100134,08/13/2015,2.25,0.59
S28797800142,11/02/2015,5.25,1.39
S25100200170,04/15/2015,2.25,0.59
S26576300031,07/06/2015,9,2.38
S26211900143,06/15/2015,3,0.79
S26114200209,06/09/2015,0.75,0.2
S27090600038,08/03/2015,10.5,2.77
S23995700050,02/11/2015,3,0.79
S26926600029,07/23/2015,2.25,0.59
S23971900189,02/10/2015,2.25,0.59
S26913800062,07/22/2015,10.5,2.77
S29076300034,11/16/2015,4.8,1.27
S27706400039,09/03/2015,12,3.17
S26801400034,07/16/2015,12,3.17
S25152600027,04/20/2015,4.5,1.19
S24222600016,02/25/2015,3.75,0.99
S24863700010,04/02/2015,4.8,1.27
S27546100002,08/26/2015,3,0.79
S25702800076,05/18/2015,9,2.38
S25225900027,04/23/2015,10.5,2.77
S27410500113,08/19/2015,1.5,0.4
S26731100099,07/13/2015,1,0.26
S23795400039,02/02/2015,3.75,0.99
S26103700111,06/10/2015,1.5,0.4
S28956000018,11/09/2015,0.6,0.16
S27562900043,08/27/2015,9,2.38
S23322300019,01/06/2015,1.5,0.4
S26650700219,07/08/2015,0.75,0.2
S25252100003,04/23/2015,4.5,1.19
S26484500108,06/29/2015,1.5,0.4
S24783300058,03/30/2015,1.5,0.4
S24494700027,03/18/2015,48,12.68
S23603500063,01/21/2015,9,2.38
S25572800042,05/12/2015,1.5,0.4
S24498800027,03/12/2015,0.5,0.13
S24032700045,02/18/2015,12,3.17
S28066500109,09/22/2015,1.5,0.4
S24298300096,03/02/2015,0.75,0.2
S24402800081,03/09/2015,3,0.79
S27027100104,07/29/2015,3,0.79
S25440500065,05/04/2015,1.5,0.4
S25501700003,05/06/2015,3,0.79
S26960900018,07/27/2015,2.25,0.59
S26493600034,06/30/2015,9,2.38
S23612600043,01/21/2015,9,2.38
S24913400104,04/06/2015,1.5,0.4
S24402200031,03/09/2015,4.5,1.19
S27657700082,09/01/2015,9,2.38
S26394800052,06/24/2015,0.75,0.2
S25742600093,05/19/2015,6,1.59
S24113100022,02/19/2015,2.25,0.59
S26712800093,07/13/2015,10.5,2.77
S24231700028,02/25/2015,9,2.38
S25929600082,06/01/2015,9,2.38
S29182900141,11/19/2015,0.75,0.2
S29217700066,11/21/2015,0.75,0.2
S25802600016,05/22/2015,1.88,0.5
S25119600004,04/16/2015,4.8,1.27
S27725600061,09/04/2015,1.5,0.4
S28631400009,10/22/2015,1.2,0.32
S23322400028,01/06/2015,1.5,0.4
S24886500118,04/06/2015,3,0.79
S27180500024,08/05/2015,3,0.79
S23432200072,01/12/2015,9,2.38
S26073900069,06/08/2015,2.25,0.59
S25556200005,05/11/2015,9,2.38
S29243600058,11/21/2015,9,2.38
S26849000026,07/20/2015,0.38,0.1
S24096600127,02/17/2015,1.5,0.4
S28981400035,11/11/2015,2.25,0.59
S25671900012,05/19/2015,2.25,0.59
S24136600004,02/19/2015,9,2.38
S25633900032,05/14/2015,9,2.38
S28758100036,10/29/2015,54,14.27
S28856300216,11/04/2015,9,2.38
S27818400005,09/10/2015,9,2.38
S26377400116,06/23/2015,2.25,0.59
S24552600039,03/17/2015,1.5,0.4
S27599800019,08/31/2015,1.5,0.4
S23542400013,01/16/2015,4.5,1.19
S24962900130,04/08/2015,4,1.06
S26980900064,07/27/2015,12,3.17
S24133600069,02/19/2015,0.5,0.13
S27168200025,08/05/2015,12,3.17
S29002600046,11/11/2015,9,2.38
S27889300010,09/14/2015,1.12,0.3
S23653600033,01/26/2015,24,6.34
S25944900165,06/01/2015,4.5,1.19
S28058200043,09/23/2015,9,2.38
S27768200080,09/08/2015,4.5,1.19
S28929900022,11/09/2015,9,2.38
S26422600149,06/25/2015,2.25,0.59
S24994400030,04/09/2015,4.5,1.19
S25160300072,04/20/2015,0.75,0.2
S25376300182,04/29/2015,4.5,1.19
S25568000160,05/11/2015,1.5,0.4
S24928200036,04/07/2015,9,2.38
S26615900027,07/07/2015,0.75,0.2
S27198300124,08/06/2015,4.5,1.19
S25568000159,05/11/2015,0.75,0.2
S24355800022,03/04/2015,10.5,2.77
S26413600034,06/25/2015,0.5,0.13
S26036800004,06/11/2015,19.2,5.07
S29243600062,11/21/2015,9,2.38
S28758800028,10/29/2015,2.25,0.59
S26414900010,06/25/2015,9,2.38
S27895200095,09/14/2015,0.5,0.13
S27768200107,09/08/2015,2.25,0.59
S27068500078,07/30/2015,9,2.38
S26462300023,06/29/2015,1.5,0.4
S26761900157,07/14/2015,3,0.79
S28594500017,10/21/2015,2.25,0.59
S25526800070,05/07/2015,10.5,2.77
S27083600023,08/03/2015,9,2.38
S26582600010,07/06/2015,10.5,2.77
S27340600031,08/17/2015,21,5.55
S27107800067,08/03/2015,0.38,0.1
S24449700001,03/10/2015,9,2.38
S24577100011,03/18/2015,9,2.38
S25198100065,04/21/2015,4.5,1.19
S24704600033,03/25/2015,9,2.38
S25916900021,06/01/2015,9,2.38
S23376700029,01/08/2015,9,2.38
S23885400032,02/05/2015,9,2.38
S25366000014,04/29/2015,1.5,0.4
S23744400019,01/28/2015,3.75,0.99
S27953500032,09/16/2015,0.75,0.2
S26677900036,07/09/2015,1.12,0.3
S25582400018,05/12/2015,1.5,0.4
S24044800033,02/16/2015,0.5,0.13
S25946600109,06/01/2015,0.75,0.2
S28128800111,09/28/2015,1.5,0.4
S25402800079,04/30/2015,1,0.26
S27610100020,08/31/2015,9,2.38
S23781900126,02/02/2015,0.75,0.2
S27082800010,08/03/2015,9,2.38
S29026600026,11/12/2015,9,2.38
S29131100091,11/21/2015,14.4,3.8
S26012600040,06/03/2015,9,2.38
S28806100165,11/02/2015,4.5,1.19
S25898200046,05/28/2015,0.75,0.2
S23389800041,01/08/2015,12,3.17
S28651800069,10/26/2015,1.75,0.46
S25303600087,04/27/2015,9,2.38
S26105700048,06/10/2015,1,0.26
S25886200024,05/28/2015,1.2,0.32
S28444100033,10/14/2015,9,2.38
S23348100130,01/06/2015,2.25,0.59
S24425800129,03/09/2015,1.5,0.4
S24265900034,03/02/2015,9,2.38
S24024500086,02/12/2015,0.75,0.2
S27148800038,08/05/2015,10.5,2.77
S26854100106,07/20/2015,3,0.79
S27953500108,09/16/2015,0.75,0.2
S27041000085,07/29/2015,0.75,0.2
S26913800120,07/22/2015,0.75,0.2
S25815300081,05/22/2015,5.25,1.39
S26746100005,07/14/2015,9,2.38
S24288100100,03/02/2015,0.75,0.2
S25114200001,04/16/2015,9,2.38
S24288100064,03/02/2015,9,2.38
S26563900070,07/06/2015,0.75,0.2
S25464300002,05/05/2015,9,2.38
S25914100083,06/01/2015,0.5,0.13
S28370500041,10/12/2015,12,3.17
S28444900109,10/13/2015,9,2.38
S28402300037,10/12/2015,0.38,0.1
S25454000099,05/05/2015,0.5,0.13
S25639800029,05/14/2015,3.2,0.85
S28424600003,10/13/2015,9,2.38
S24373000071,03/05/2015,4.5,1.19
S27041000064,07/29/2015,1.5,0.4
S25416100016,05/04/2015,9,2.38
S23366700131,01/07/2015,3,0.79
S24133600102,02/19/2015,2.25,0.59
S26693800007,07/13/2015,0.5,0.13
S26178100065,06/15/2015,0.5,0.13
S25970300075,06/02/2015,0.75,0.2
S27068500181,07/30/2015,2,0.53
S24762000011,03/30/2015,1.5,0.4
S28019000043,09/21/2015,9,2.38
S28856300232,11/04/2015,3,0.79
S28958500060,11/09/2015,2.25,0.59
S24549100005,03/16/2015,9,2.38
S28808900058,11/02/2015,3.5,0.92
S27418800024,08/19/2015,0.75,0.2
S28593800011,10/22/2015,1.5,0.4
S25282000055,04/27/2015,2.25,0.59
S24604200120,03/18/2015,2.25,0.59
S26677500070,07/09/2015,0.75,0.2
S26411900031,06/25/2015,12,3.17
S26457100093,06/29/2015,0.5,0.13
S25283400025,04/27/2015,9,2.38
S28473000025,10/14/2015,9,2.38
S28870800035,11/04/2015,12,3.17
S26728100021,07/13/2015,1.5,0.4
S23881800014,02/05/2015,1.5,0.4
S24848500148,04/01/2015,2.25,0.59
S25677200015,05/18/2015,9,2.38
S25102700060,04/15/2015,9,2.38
S26839400064,07/20/2015,3,0.79
S25607600097,05/12/2015,3,0.79
S26270600134,06/17/2015,0.75,0.2
S27139100007,08/04/2015,4.5,1.19
S28425500013,10/13/2015,1.5,0.4
S25478500150,05/05/2015,1.5,0.4
S25336000042,04/28/2015,0.75,0.2
S25805900016,05/22/2015,4.5,1.19
S27235900011,08/10/2015,9,2.38
S28327200043,10/07/2015,18,4.76
S23521700133,01/15/2015,2.25,0.59
S25572800039,05/12/2015,1.5,0.4
S28224800029,10/01/2015,1.12,0.3
S29196700005,11/24/2015,9,2.38
S26663200016,07/09/2015,4.5,1.19
S29242000037,11/30/2015,0.5,0.13
S27828700005,09/10/2015,9,2.38
S24532400077,03/16/2015,9,2.38
S27706400038,09/03/2015,36,9.51
S28829600099,11/03/2015,1.5,0.4
S26301800010,06/18/2015,9,2.38
S24774600070,03/30/2015,2.25,0.59
S23489500011,01/15/2015,10.5,2.77
S26563900125,07/06/2015,1.5,0.4
S26114200133,06/09/2015,3,0.79
S27405300085,08/18/2015,3,0.79
S23422000041,01/12/2015,10.5,2.77
S26783900075,07/15/2015,1.5,0.4
S28782100073,11/02/2015,1.5,0.4
S29097000003,11/16/2015,18,4.76
S28743600025,10/28/2015,0.2,0.05
S25977600076,06/02/2015,2.25,0.59
S28594500096,10/21/2015,3.5,0.92
S28604700092,10/21/2015,0.5,0.13
S29360800016,11/30/2015,0.5,0.13
S27791400114,09/08/2015,1.5,0.4
S27158500241,08/05/2015,4.5,1.19
S27137300013,08/04/2015,9,2.38
S24721400075,03/25/2015,1,0.26
S25875300097,05/27/2015,0.75,0.2
S24182700046,02/23/2015,9,2.38
S27420700082,08/19/2015,2.25,0.59
S23903600066,02/09/2015,9,2.38
S25426500089,05/04/2015,1.5,0.4
S29308900105,11/24/2015,0.75,0.2
S25762000092,05/20/2015,0.38,0.1
S27546800058,08/26/2015,2.25,0.59
S24157400045,02/23/2015,9,2.38
S27991100020,09/21/2015,9,2.38
S28625000013,10/22/2015,5.25,1.39
S26806700009,07/16/2015,10.5,2.77
S27027100144,07/29/2015,3,0.79
S27013300036,07/28/2015,54,14.27
S28233000007,10/01/2015,1.5,0.4
S29263500053,11/23/2015,0.38,0.1
S24288100054,03/02/2015,9,2.38
S26395900125,06/24/2015,3,0.79
S27736900016,09/04/2015,0.5,0.13
S28931200010,11/09/2015,9,2.38
S27546800016,08/26/2015,9,2.38
S24905900089,04/06/2015,2.25,0.59
S25514500094,05/07/2015,10.5,2.77
S23526300058,01/15/2015,2.25,0.59
S28583800016,10/20/2015,4.5,1.19
S24721400009,03/25/2015,12,3.17
S27068500158,07/30/2015,9,2.38
S27341000040,08/17/2015,9,2.38
S28269300023,10/05/2015,1.5,0.4
S29092500076,11/16/2015,1.5,0.4
S29070600058,11/16/2015,9,2.38
